province,city,river,basin,section,monitor_time,quality,water_temp,ph,ph_l,dissolvedoxygen,dissolvedoxygen_l,codmn,codmn_l,nh3-n,nh3-n_l,tp,tn,conductivity,turbidity,chlorophyll,algal_density,section_status
福建省,漳州市,西溪,浙闽片河流,南靖靖城桥,2024-11-23 08:00:00,Ⅲ,21.08,6.716,-,6.14,-,1.959,-,0.173,-,0.142,8.623,175.7,37.09,,,正常
内蒙古自治区,乌兰察布市,大黑河,黄河流域,卧佛下,2024-11-23 08:00:00,Ⅱ,3.64646,8.36887,-,10.10648,-,3.091,-,0.0961,-,0.01816,9.60578,881.7098,47.901,,,正常
浙江省,嘉兴市,,太湖流域,卫八路桥（嘉兴金桥）,2024-11-23 08:00:00,Ⅲ,17.532,7.471,-,5.642,-,3.757,-,0.106,-,0.121,3.524,541.955,49.242,,,正常
重庆市,忠县,黄金河,长江流域,卫星桥,2024-11-23 08:00:00,Ⅱ,15.54,8.1086,-,10.1439,-,2.86,-,0.025,-,0.053,2.815,418.3545,24.2484,,,正常
河南省,新乡市,,海河流域,卫河小河口,2024-11-23 08:00:00,Ⅳ,12.52,7.5349,-,7.296,-,5.032,-,0.4108,-,0.2148,8.7216,1859.818,56.25,,,正常
河南省,鹤壁市,共产主义渠,海河流域,卫辉下马营,2024-11-23 08:00:00,Ⅴ,13.02,7.987,-,8.519,-,1.469,-,0.1099,-,0.3034,12.835,1710.75,35.76,,,正常
贵州省,铜仁市,,长江流域,印江河两河口（西岩寺）,2024-11-23 08:00:00,Ⅲ,14.77,7.511,-,7.3,-,1.705,-,0.7361,-,0.136,2.6147,315.7,50.31,,,正常
湖北省,随州市,厥水,长江流域,厉山,2024-11-23 08:00:00,Ⅲ,13.54,6.98,-,7.525,-,2.692,-,0.5688,-,0.0869,3.9598,520.9447,5.63,,,正常
四川省,阿坝藏族羌族自治州,白水江,长江流域,县城马踏石点,2024-11-23 08:00:00,Ⅰ,9.91,8.15525,-,10.00569,-,1.10968,-,0.08483,-,0.01524,,363.6355,88.57183,,,维护
海南省,昌江黎族自治县,石碌河,珠江流域,叉河口,2024-11-23 08:00:00,Ⅱ,24.5,7.97,-,8.22,-,1.92,-,0.025,-,0.062,1.81,188.2,7.8,,,正常
黑龙江省,伊春市,汤旺河,松花江流域,友好,2024-11-23 08:00:00,Ⅳ,0.7,6.824,-,13.146,-,6.74,-,0.046,-,0.0438,1.946,157.543,9.652,,,正常
安徽省,池州市,秋浦河,长江流域,双丰,2024-11-23 08:00:00,Ⅰ,16.68,7.696,-,8.86,-,1.422,-,0.03,-,0.008,0.611,216.853,3.228,,,正常
安徽省,合肥市,双桥河,巢湖流域,双桥河入湖口,2024-11-23 08:00:00,Ⅳ,15.1167,7.7165,-,4.2131,-,3.5432,-,0.3492,-,0.0556,1.5638,369.802,37.3217,,,正常
四川省,德阳市,石亭江,长江流域,双江桥,2024-11-23 08:00:00,Ⅲ,16.04,8.049,-,9.617,-,1.115,-,0.025,-,0.1312,3.385,714.22,34.03,,,正常
黑龙江省,伊春市,呼兰河,松花江流域,双河渠首,2024-11-23 08:00:00,Ⅱ,3.75,7.06,-,12.082,-,1.25,-,0.045,-,0.024,3.003,182.3,4.2,,,正常
湖南省,永州市,潇水,长江流域,双牌水库,2024-11-23 08:00:00,Ⅱ,20.25,7.2205,-,6.635,-,1.018,-,0.025,-,0.03,0.882,202.86,8.3155,,,正常
贵州省,六盘水市,北盘江,珠江流域,发耳,2024-11-23 08:00:00,Ⅱ,15.56,8.268,-,9.002,-,0.752,-,0.025,-,0.0475,2.888,378.448,5.726,,,正常
辽宁省,鞍山市,大洋河,辽河流域,口子街,2024-11-23 08:00:00,Ⅰ,5.56,7.73039,-,11.5927,-,1.043,-,0.0484,-,0.005,3.716,340.5,2.35681,,,正常
广东省,江门市,西江,珠江流域,古劳,2024-11-23 08:00:00,Ⅱ,23.41307,7.77127,-,7.92364,-,1.43533,-,0.025,-,0.03104,1.91232,287.3766,7.08849,,,正常
北京市,密云区,潮河,海河流域,古北口,2024-11-23 08:00:00,Ⅰ,9.802123,8.58,-,10.9,-,1.207981,-,0.025,-,0.006469171,13.29565,679.34,3.68,,,正常
山西省,大同市,,海河流域,古家坡,2024-11-23 08:00:00,Ⅲ,4.1,8.453676,-,9.302534,-,3.761,-,0.025,-,0.17801,4.8591,1042.358,24.63989,,,正常
广东省,云浮市,西江,珠江流域,古封,2024-11-23 08:00:00,Ⅱ,23.17,7.89,-,7.44,-,0.8315,-,0.025,-,0.0184,2.021,228.9,3.24,,,正常
河南省,漯河市,,淮河流域,召陵武湾（西华程湾）,2024-11-23 08:00:00,Ⅱ,15.1,8.027,-,9.07,-,3.042,-,0.113,-,0.0341,0.968,569.8,13.02,,,正常
广西壮族自治区,南宁市,武鸣河,珠江流域,叮当,2024-11-23 08:00:00,Ⅱ,24.29,7.506,-,7.263,-,1.139,-,0.025,-,0.0313,2.2564,333.899,4.675,,,正常
山东省,枣庄市,京杭大运河（韩庄运河）,淮河流域,台儿庄大桥,2024-11-23 08:00:00,Ⅲ,14.08,8.21,-,8.99,-,2.558,-,0.346,-,0.1448,4.837,987.35,30.27,,,正常
河北省,廊坊市,大清河,海河流域,台头,2024-11-23 08:00:00,Ⅲ,9.89765,8.21689,-,10.1152,-,4.221,-,0.3631,-,0.06231,2.1391,1347.732,10.725,,,正常
宁夏回族自治区,银川市,黄河,黄河流域,叶盛公路桥,2024-11-23 08:00:00,Ⅲ,9.87,7.91,-,9.435,-,2.797,-,0.025,-,0.147,2.625,996.1,287.13,,,正常
河南省,漯河市,澧河,淮河流域,叶舞公路桥,2024-11-23 08:00:00,Ⅱ,13.495,7.861,-,10.754,-,2.168,-,0.03,-,0.0224,1.862,497.046,6.712,,,正常
北京市,延庆区,白河,海河流域,后城,2024-11-23 08:00:00,Ⅰ,6.36,8.140366,-,9.804693,-,2.021,-,0.025,-,0.005,9.2111,559.865,13.94905,,,正常
海南省,万宁市,龙尾河,珠江流域,后安桥,2024-11-23 08:00:00,Ⅱ,23.47,6.53,-,7.65,-,1.71,-,0.062,-,0.048,1.662,98.73,17.59,,,正常
海南省,万宁市,东山河,珠江流域,后山村,2024-11-23 08:00:00,Ⅳ,24.64,6.6246,-,4.3207,-,4.33,-,0.872,-,0.085,2.33,176.485,19.9441,,,正常
安徽省,淮北市,沱河,淮河流域,后常桥,2024-11-23 08:00:00,Ⅳ,15.91428,7.84143,-,8.48036,-,6.20377,-,0.10366,-,0.07261,3.40493,1406.149,30.22727,,,正常
山西省,长治市,浊漳西源,海河流域,后湾水库出口,2024-11-23 08:00:00,Ⅱ,10.69,8.2954,-,9.5086,-,3.141,-,0.0938,-,0.0103,0.369,503.63,5.307,,,正常
河北省,邢台市,牛尾河,海河流域,后西吴桥,2024-11-23 08:00:00,Ⅲ,13.16,8.131,-,9.983,-,2.91,-,0.1891,-,0.1232,10.6317,899.11,29.32,,,正常
海南省,海口市,南渡江,珠江流域,后黎村,2024-11-23 08:00:00,Ⅱ,24,7.35,-,8.37,-,1.29,-,0.054,-,0.0572,1.329,90.8,35.1,,,正常
重庆市,万州区,磨刀溪,长江流域,向家,2024-11-23 08:00:00,Ⅲ,16.97,7.645,-,9.383,-,3.076,-,0.0401,-,0.1161,2.289,314.64,17.341,,,正常
河南省,商丘市,,淮河流域,吕楼桥（颜集）,2024-11-23 08:00:00,-3,12.56,7.78,-,7.0074,-,5.3936,-,,-,0.1135,3.256,1802.897,23.029,,,维护
江西省,九江市,修河,长江流域,吴城修河,2024-11-23 08:00:00,Ⅱ,15.079,7.23,-,11.72,-,2.43,-,0.025,-,0.058,2.171,119.65,74.27,,,正常
河北省,廊坊市,潮白河,海河流域,吴村,2024-11-23 08:00:00,Ⅱ,10.4,7.971534,-,9.220305,-,3.751,-,0.3761,-,0.09171,6.7801,835.406,17.5543,,,正常
上海市,宝山区,黄浦江,太湖流域,吴淞口,2024-11-23 08:00:00,Ⅲ,17.395,8.015,-,6.097,-,3.089,-,0.025,-,0.106,2.532,507.192,62.038,,,正常
河南省,周口市,颍河,淮河流域,周口康店,2024-11-23 08:00:00,Ⅲ,15.91,7.6433,-,6.778,-,2.965,-,0.71,-,0.164,4.5632,969.1144,46.32,,,正常
江西省,南昌市,赣江中支,长江流域,周坊,2024-11-23 08:00:00,Ⅱ,16.33,6.9705,-,10.11914,-,1.38184,-,0.025,-,0.02766,1.22208,148.1276,50.01905,,,正常
湖北省,恩施土家族苗族自治州,唐岩河,长江流域,周家坝,2024-11-23 08:00:00,Ⅰ,18.2,7.7142,-,7.67,-,1.285,-,0.025,-,0.0117,2.083,265.21,10.304,,,正常
海南省,万宁市,龙首河,珠江流域,和乐桥,2024-11-23 08:00:00,Ⅱ,23.52,6.82,-,7.81,-,2.2,-,0.066,-,0.065,1.971,85.82,16.79,,,正常
重庆市,九龙坡区,长江,长江流域,和尚山,2024-11-23 08:00:00,Ⅱ,19.12,8.37,-,7.86,-,3.143,-,0.025,-,0.057,1.67,389.93,15.49,,,正常
湖北省,咸宁市,斧头湖,长江流域,咸宁湖心,2024-11-23 08:00:00,Ⅲ,14.7,8.469,-,6.957,-,4.768,-,0.025,-,0.0331,0.336,199.023,29.675,0.00587,5535804,正常
陕西省,咸阳市,渭河,黄河流域,咸阳铁桥,2024-11-23 08:00:00,Ⅱ,12.15,7.8997,-,9.5875,-,2.238,-,0.1491,-,0.0641,8.324,797.9738,19.9903,,,正常
新疆维吾尔自治区,巴音郭楞蒙古自治州,开都河,西北诸河,哈尔莫墩,2024-11-23 08:00:00,Ⅰ,3.63,8.38768,-,11.72235,-,1.07984,-,0.025,-,0.005,0.63527,402.5177,3.20182,,,正常
安徽省,六安市,西淠河,淮河流域,响洪甸水库出水口,2024-11-23 08:00:00,Ⅰ,16.78,6.37994,-,8.08853,-,1.68685,-,0.025,-,0.00672,0.74581,77.805,6.24921,,,正常
吉林省,吉林市,松花江,松花江流域,哨口,2024-11-23 08:00:00,Ⅱ,9.44,7.088,-,9.6,-,3.846,-,0.0711,-,0.0596,3.424,230.416,25.606,,,正常
河北省,承德市,伊逊河,海河流域,唐三营,2024-11-23 08:00:00,Ⅲ,3.67,8.109703,-,11.71193,-,4.331,-,0.1021,-,0.03811,6.7071,544.272,10.3756,,,正常
青海省,海南藏族自治州,黄河,黄河流域,唐乃亥,2024-11-23 08:00:00,Ⅰ,5.74491,8.51731,-,8.63502,-,1.27819,-,0.025,-,0.01614,0.6172,540.0508,43.07987,,,正常
江苏省,淮安市,浔河,淮河流域,唐曹,2024-11-23 08:00:00,Ⅲ,12.81,7.75,-,8.02,-,3.833,-,0.2843,-,0.1022,2.037,717.7,58.75,,,正常
河南省,周口市,汾河,淮河流域,商水双桥,2024-11-23 08:00:00,Ⅲ,15.07,7.877,-,9.4639,-,4.501,-,0.0495,-,0.0743,2.6992,820.6699,17.3748,,,正常
新疆维吾尔自治区,伊犁哈萨克自治州,喀什河,西北诸河,喀什河大桥,2024-11-23 08:00:00,Ⅰ,8.25,7.91024,-,10.01429,-,0.43304,-,0.025,-,0.00831,1.29373,266.6253,14.8825,,,正常
江苏省,连云港市,古泊善后河,淮河流域,善后河闸,2024-11-23 08:00:00,Ⅱ,14.103,8.335,-,8.103,-,3.811,-,0.1392,-,0.005,2.105,790.186,56.235,,,正常
黑龙江省,伊春市,黑龙江,松花江流域,嘉荫,2024-11-23 08:00:00,Ⅳ,4.18,6.911,-,11.554,-,8.58,-,0.025,-,0.019,0.408,81.782,8.236,,,正常
云南省,临沧市,澜沧江,西南诸河,嘎旧,2024-11-23 08:00:00,Ⅱ,19.82,8.05937,-,6.93483,-,1.29713,-,0.025,-,0.01118,0.50113,406.12,11.60278,,,正常
吉林省,四平市,东辽河,辽河流域,四双大桥,2024-11-23 08:00:00,Ⅱ,3.25,7.804,-,11.64,-,2.54,-,0.17,-,0.045,4.705,571.11,28.81,,,正常
河北省,沧州市,,海河流域,四埝村桥,2024-11-23 08:00:00,Ⅲ,10.88,8.2018,-,8.93,-,5.532,-,0.025,-,0.048,0.585,4322.9,23.335,,,正常
重庆市,重庆市,长江流域,长江流域,四明水厂,2024-11-23 08:00:00,Ⅲ,17.63,8.188,-,7.883,-,5.339,-,0.025,-,0.0541,1.625,486.2,20.9,,,正常
云南省,大理白族自治州,西洱河,西南诸河,四级坝,2024-11-23 08:00:00,-3,16.07,8.35883,-,8.11544,-,4.56191,-,2.78412,-,,9.0925,426.9142,7.57025,,,维护
云南省,昆明市,马料河,滇池流域,回龙村,2024-11-23 08:00:00,Ⅲ,16.53,8.167,-,5.371,-,3.698,-,0.0285,-,0.04,4.407,829.547,3.477,,,正常
四川省,达州市,渠江,长江流域,团堡岭,2024-11-23 08:00:00,Ⅱ,16.98,7.98,-,8.636,-,2.514,-,0.025,-,0.0727,1.606,380.9,8.139,,,正常
江苏省,宿迁市,新汴河,淮河流域,团结闸,2024-11-23 08:00:00,Ⅲ,14.79,8.47,-,10.345,-,5.137,-,0.025,-,0.0375,1.799,779.4,9.28,,,正常
安徽省,六安市,史河,淮河流域,固始李畈,2024-11-23 08:00:00,Ⅱ,15.58,6.92552,-,7.2172,-,2.88689,-,0.025,-,0.03483,1.31162,172.9297,4.48271,,,正常
河南省,信阳市,灌河,淮河流域,固始马罡,2024-11-23 08:00:00,Ⅱ,15.4666,7.2962,-,7.1082,-,2.0079,-,0.025,-,0.045,1.831,184.035,18.0473,,,正常
甘肃省,陇南市,白龙江,长江流域,固水子村,2024-11-23 08:00:00,Ⅱ,10.76,8.362,-,9.64,-,0.8,-,0.025,-,0.055,1.112,413.4,159.1,,,正常
河北省,雄安新区,白洋淀,海河流域,圈头,2024-11-23 08:00:00,Ⅱ,10.54,7.857,-,8.057,-,3.977,-,0.025,-,0.0237,0.656,644.79,2.3331,0.0052,1455834,正常
吉林省,延边朝鲜族自治州,图们江,松花江流域,圈河,2024-11-23 08:00:00,Ⅱ,0.29,8.44,-,12.559,-,3.23,-,0.129,-,0.04,1.827,228.439,16.24,,,正常
云南省,普洱市,李仙江,西南诸河,土卡河水文站(土卡河),2024-11-23 08:00:00,Ⅱ,24.2852,7.812295,-,6.861936,-,1.141274,-,0.025,-,0.01543487,0.6854449,232.9813,5.163937,,,正常
重庆市,城口县,前河,长江流域,土堡寨,2024-11-23 08:00:00,Ⅰ,12.91,8.0078,-,10.475,-,0.51,-,0.025,-,0.0186,1.178,312.839,26.272,,,正常
江西省,鹰潭市,信江,长江流域,土桥,2024-11-23 08:00:00,-3,21.54,8.143,-,8.801,-,1.49,-,0.025,-,,1.522,0.312,3.363,,,维护
天津市,武清区,北运河,海河流域,土门楼,2024-11-23 08:00:00,Ⅲ,10.34,8.32,-,11.04,-,4.88,-,0.279,-,0.068,7.771,1064.99,2.14,,,正常
甘肃省,甘南藏族自治州,大夏河,黄河流域,地沟桥,2024-11-23 08:00:00,Ⅰ,1.0855,8.62119,-,10.96657,-,1.30263,-,0.025,-,0.01538,2.2074,427.7751,33.46839,,,正常
广东省,揭阳市,榕江,珠江流域,地都,2024-11-23 08:00:00,Ⅲ,23.62,7.31,-,5.534671,-,2.51,-,0.0872,-,0.0552,3.737,10829.71,28.32,,,正常
湖南省,怀化市,渠水,长江流域,地阳坪公路大桥,2024-11-23 08:00:00,Ⅱ,14.97,7.14,-,9.545,-,1.778,-,0.0557,-,0.05,0.643,109.032,2.9144,,,正常
浙江省,丽水市,龙泉溪,浙闽片河流,均溪,2024-11-23 08:00:00,Ⅱ,19.411,6.882,-,7.4,-,1.563,-,0.025,-,0.014,0.744,65.883,4.379,,,正常
江苏省,连云港市,青口河,淮河流域,坝头桥,2024-11-23 08:00:00,Ⅲ,12.971,8.725,-,10.999,-,4.199,-,0.0334,-,0.0248,2.215,569.42,14.39,,,正常
云南省,玉溪市,元江,西南诸河,坝洪村,2024-11-23 08:00:00,Ⅱ,21.49,7.9045,-,8.84458,-,1.31937,-,0.025,-,0.03514,1.37567,294.4421,3508.96,,,正常
贵州省,安顺市,北盘江,珠江流域,坝草,2024-11-23 08:00:00,Ⅰ,21.599,8.1148,-,8.6888,-,0.801,-,0.025,-,0.005,4.5967,420.189,6.2374,,,正常
湖南省,常德市,沅江,长江流域,坡头,2024-11-23 08:00:00,Ⅱ,17.36,8.146723,-,8.067491,-,1.07,-,0.025,-,0.039,1.6961,239.0126,43.69892,0.0006635,,正常
海南省,文昌市,文教河,珠江流域,坡柳水闸,2024-11-23 08:00:00,Ⅴ,22.1,7.38,-,6.58,-,8.09,-,0.088,-,0.339,2.899,139.05,36.5,,,正常
贵州省,遵义市,羊蹬河,长江流域,坡渡,2024-11-23 08:00:00,Ⅰ,16.26,7.831,-,7.912,-,0.26,-,0.025,-,0.0067,1.159,416.78,2.08,,,正常
贵州省,黔西南布依族苗族自治州,南盘江,珠江流域,坡脚,2024-11-23 08:00:00,Ⅱ,21.39,8.0232,-,6.6742,-,0.2863,-,0.025,-,0.0239,3.6987,401.3105,5.1368,,,正常
山西省,忻州市,清水河2,海河流域,坪上桥,2024-11-23 08:00:00,Ⅰ,9.33,8.105267,-,8.776937,-,1.141,-,0.025,-,0.01501,3.8621,499.534,16.17133,,,正常
湖南省,益阳市,资江,长江流域,坪口,2024-11-23 08:00:00,Ⅱ,19.32,7.4719,-,6.77,-,1.63,-,0.025,-,0.0626,1.691,283.1,12.244,,,正常
广西壮族自治区,来宾市,红水河,珠江流域,垒亭,2024-11-23 08:00:00,Ⅰ,23.69037,7.91679,-,7.66493,-,0.62464,-,0.025,-,0.00728,2.56516,383.5545,7.9728,,,正常
江苏省,盐城市,通榆河,淮河流域,城北大桥,2024-11-23 08:00:00,Ⅲ,13.463,7.46,-,6.311,-,4.81,-,0.352,-,0.1019,1.98,800.35,31.4,,,正常
湖南省,衡阳市,湘江,长江流域,城北水厂,2024-11-23 08:00:00,Ⅱ,19.43,7.85,-,7.509,-,0.9605,-,0.2183,-,0.0504,1.3825,226.15,7.36,,,正常
吉林省,四平市,东辽河,辽河流域,城子上,2024-11-23 08:00:00,Ⅲ,2.11,7.52,-,11.74,-,4.49,-,0.236,-,0.093,5.617,514.87,13.96,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2024-11-23 08:00:00,Ⅰ,5.33137,8.41995,-,12.87501,-,1.25497,-,0.025,-,0.01566,3.50364,274.9292,12.38087,,,正常
浙江省,湖州市,东苕溪,太湖流域,城西大桥,2024-11-23 08:00:00,Ⅱ,17.1,7.36,-,6.483,-,2.671,-,0.0995,-,0.0521,3.538,305.49,41.61,,,正常
湖南省,岳阳市,长江,长江流域,城陵矶,2024-11-23 08:00:00,Ⅱ,17.81,7.640496,-,7.798554,-,2.01,-,0.025,-,0.065,1.2816,321.269,48.17901,,,正常
广东省,阳江市,漠阳江,珠江流域,埠场,2024-11-23 08:00:00,Ⅲ,23.12,6.536,-,5.159,-,3.049,-,0.41,-,0.159,2.013,130.494,34.49,,,正常
重庆市,巫山县,,长江流域,培石,2024-11-23 08:00:00,Ⅱ,20.7466,8.7253,-,7.7315,-,0.9592,-,0.025,-,0.0474,1.425,390.3,5.0712,,,正常
山西省,大同市,御河,海河流域,堡子湾,2024-11-23 08:00:00,Ⅱ,3.67,7.859481,-,9.764437,-,2.571,-,0.0291,-,0.06451,6.8921,865.843,7.437845,,,正常
浙江省,金华市,北江,浙闽片河流,塔下洲,2024-11-23 08:00:00,Ⅲ,17.02,7.276,-,5.895,-,3.36,-,0.2002,-,0.0998,4.5368,478.928,10.107,,,正常
江西省,南昌市,抚河东支,长江流域,塔城,2024-11-23 08:00:00,Ⅱ,15.64,7.51,-,9.479,-,2.286,-,0.0791,-,0.0721,1.21,131.07,15.7,,,正常
新疆维吾尔自治区,巴音郭楞蒙古自治州,车尔臣河,西北诸河,塔提让,2024-11-23 08:00:00,Ⅱ,2.95509,8.38325,-,12.75643,-,0.97741,-,0.025,-,0.03364,1.01308,1614.939,564.3354,,,正常
新疆维吾尔自治区,阿克苏地区,,西北诸河,塔里木拦河闸,2024-11-23 08:00:00,Ⅲ,6.8,8.05966,-,5.70064,-,0.7014,-,0.06907,-,0.01055,1.51827,787.3109,16.39116,,,正常
广东省,茂名市,袂花江,珠江流域,塘口,2024-11-23 08:00:00,Ⅳ,24.68,6.825,-,4.55,-,2.17,-,0.112,-,0.067,1.742,155.59,15.9,,,正常
天津市,滨海新区,永定新河,海河流域,塘汉公路桥,2024-11-23 08:00:00,Ⅲ,11.8,7.884707,-,6.413114,-,4.661,-,0.2271,-,0.1081,5.1181,1221.124,28.11743,,,正常
湖南省,邵阳市,夫夷水,长江流域,塘渡口,2024-11-23 08:00:00,Ⅱ,17.13,7.7994,-,8.755,-,1.517,-,0.176,-,0.0601,1.958,171.601,14.5443,,,正常
江苏省,南通市,通启运河,长江流域,塘芦港闸,2024-11-23 08:00:00,Ⅲ,15.83,7.461,-,5.769,-,2.688,-,0.293,-,0.1219,1.914,1318.54,6.787,,,正常
河北省,承德市,清水河,海河流域,墙子路,2024-11-23 08:00:00,Ⅰ,7.22,8.069768,-,10.48432,-,0.961,-,0.025,-,0.005,3.4091,504.422,0.644418,,,正常
辽宁省,大连市,复州河,辽河流域,复州湾大桥,2024-11-23 08:00:00,Ⅱ,4.41714,7.98948,-,13.3305,-,1.822,-,0.025,-,0.0226,11.224,869.324,2.25273,,,正常
山东省,日照市,,淮河流域,夏庄（道口）,2024-11-23 08:00:00,Ⅳ,9.75,8.39,-,10.9882,-,6.05527,-,0.025,-,0.13158,5.58954,1893.6,6,,,正常
浙江省,丽水市,小溪,浙闽片河流,外舍,2024-11-23 08:00:00,Ⅰ,19.53,7.313,-,8.862,-,1.66,-,0.026,-,0.0165,0.439,45.815,2.354,,,正常
贵州省,遵义市,乌江,长江流域,大乌江镇,2024-11-23 08:00:00,Ⅳ,20.32,7.303,-,3.544,-,0.86,-,0.025,-,0.04,3.66,444.668,3.669,,,正常
江西省,赣州市,章江,长江流域,大余城郊,2024-11-23 08:00:00,Ⅲ,19.58,7.138,-,7.908,-,2.27,-,0.0754,-,0.1459,0.9539,86.552,5.196,,,正常
北京市,密云区,白河,海河流域,大关桥,2024-11-23 08:00:00,Ⅱ,11.63,8.005,-,9.955,-,2.731,-,0.025,-,0.005,3.4991,410.44,5.63,,,正常
贵州省,贵阳市,乌江,长江流域,大关桥,2024-11-23 08:00:00,-3,16.389,7.346,-,8.04,-,7.816,-,0.025,-,,0.095,229.428,35.293,,,维护
湖北省,黄石市,大冶湖,长江流域,大冶湖闸,2024-11-23 08:00:00,Ⅳ,17.13,7.32,-,3.451,-,2.911,-,0.1821,-,0.0376,0.989,625.03,19.86,,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2024-11-23 08:00:00,Ⅱ,5.08,7.848,-,9.02,-,1.93,-,0.193,-,0.085,24.956,1039.37,6.141,,,正常
河北省,沧州市,宣惠河,海河流域,大口河口,2024-11-23 08:00:00,-3,13.22,7.96,-,10.42,-,,-,0.5538,-,0.1348,3.63,10091.17,160.93,,,维护
山东省,日照市,付疃河,淮河流域,大古镇,2024-11-23 08:00:00,Ⅲ,12.5,7.697,-,10.132,-,4.314,-,0.025,-,0.1231,6.496,866.89,40.86,,,正常
江苏省,盐城市,斗龙港,淮河流域,大团桥,2024-11-23 08:00:00,Ⅲ,14.23,7.596,-,6.062,-,4.805,-,0.2957,-,0.1358,2.018,761.8,60.83,,,正常
四川省,内江市,清流河,长江流域,大埂,2024-11-23 08:00:00,Ⅲ,16.625,7.632813,-,6.515,-,4.187891,-,0.034465,-,0.0545,1.594932,560,12.5075,,,正常
广东省,广州市,,珠江流域,大墩,2024-11-23 08:00:00,Ⅱ,22.359,6.973,-,6.683,-,2.136,-,0.025,-,0.049,2.281,161.706,14.532,,,正常
四川省,遂宁市,,长江流域,大安,2024-11-23 08:00:00,-3,16.77,8.08,-,8.28,-,,-,0.025,-,0.128,1.7252,593.2,20.3,,,维护
安徽省,安庆市,黄大湖,长江流域,大官湖,2024-11-23 08:00:00,Ⅳ,11.96,7.601,-,11.096,-,4.63,-,0.025,-,0.0595,1.315,264.06,176.25,0.00325,1.633326E+07,正常
江苏省,宿迁市,新濉河,淮河流域,大屈,2024-11-23 08:00:00,Ⅲ,14.06,8.177,-,8.505,-,4.481,-,0.0971,-,0.0765,2.416,969.224,19.429,,,正常
吉林省,延边朝鲜族自治州,牡丹江,松花江流域,大山(新甸),2024-11-23 08:00:00,Ⅲ,1.96,6.98,-,11.126,-,4.408,-,0.1514,-,0.0768,2.509,198.57,17.528,,,正常
内蒙古自治区,,,松花江流域,大山矿,2024-11-23 08:00:00,Ⅱ,4.9,7.72,-,10.47,-,1.5777,-,0.025,-,0.0262,0.5299,168,1.746,,,正常
四川省,雅安市,大渡河,长江流域,大岗山,2024-11-23 08:00:00,-3,13.24,8.17791,-,9.87911,-,,-,0.025,-,0.00543,0.4303,243.3618,5.32353,,,维护
海南省,东方市,,珠江流域,大广坝水库库心,2024-11-23 08:00:00,Ⅲ,24.71,6.67,-,8.07,-,2.23,-,0.025,-,0.038,1.287,68.53,47.53,0.0049,8303750,正常
安徽省,淮南市,淠河,淮河流域,大店岗,2024-11-23 08:00:00,Ⅱ,14.22,7.59472,-,8.98807,-,2.1442,-,0.03572,-,0.03369,1.81583,270.8001,19.10613,,,正常
湖北省,孝感市,滠水,长江流域,大悟河口,2024-11-23 08:00:00,Ⅱ,12.44,7.562783,-,8.75566,-,2.466337,-,0.03559002,-,0.02379822,0.267,206.609,3.805818,,,正常
河北省,承德市,,海河流域,大杖子（一）,2024-11-23 08:00:00,Ⅳ,5.01,8.359373,-,10.72982,-,6.891,-,0.0861,-,0.1031,8.1201,688.503,98.18665,,,正常
河北省,承德市,,海河流域,大杖子（二）,2024-11-23 08:00:00,Ⅰ,6.16,8.080377,-,11.34777,-,0.841,-,0.025,-,0.005,4.0871,1058.943,0.49714,,,正常
河北省,承德市,瀑河,海河流域,大桑园,2024-11-23 08:00:00,Ⅱ,10.50896,7.858332,-,9.057779,-,3.031,-,0.025,-,0.02581,5.1431,547.093,1.034772,,,正常
青海省,海东市,黄河,黄河流域,大河家,2024-11-23 08:00:00,Ⅰ,9.91148,8.39909,-,8.519,-,1.08597,-,0.08958,-,0.0081,1.07448,506.2527,11.30417,,,正常
湖南省,衡阳市,耒水,长江流域,大河滩,2024-11-23 08:00:00,Ⅱ,17.07,7.498,-,6.619,-,1.143,-,0.1913,-,0.0484,1.656,236.09,6.42,,,正常
广东省,阳江市,丰头河,珠江流域,大泉,2024-11-23 08:00:00,Ⅲ,22,6.78,-,6.89,-,5.869,-,0.803,-,0.176,2.391,2674.4,13.2,,,正常
江西省,吉安市,赣江,长江流域,大洋洲,2024-11-23 08:00:00,Ⅱ,18.15,7.416,-,8.876,-,1.46,-,0.0915,-,0.0444,1.0927,113.099,5.993,,,正常
江苏省,南通市,通吕运河,长江流域,大洋港桥,2024-11-23 08:00:00,Ⅳ,15.21,7.77,-,7.27,-,2.159,-,0.2849,-,0.2057,1.969,760.6,35.65,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2024-11-23 08:00:00,Ⅱ,7.02,8.62,-,11.487,-,3.3,-,0.1072,-,0.0542,8.315,721.26,9.272,,,正常
云南省,昆明市,捞渔河,滇池流域,大渔乡土罗村入湖口,2024-11-23 08:00:00,Ⅱ,14.38,7.5567,-,6.2702,-,2.982,-,0.025,-,0.0708,2.478,396.1295,23.2795,,,正常
江西省,南昌市,赣江北支,长江流域,大港,2024-11-23 08:00:00,Ⅱ,18.24,7.675,-,9.325,-,1.22,-,0.05,-,0.051,1.713,218.67,13.13,,,正常
